State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response,
MA,2649,26,9,9,15,268,283,1,0,0,1,0,0,0,0,No,Chosen
MD,20754,207,9,9,15,268,283,1,0,0,0,0,0,1,0,No,Chosen
NY,12550,125,9,9,15,268,283,1,0,0,0,1,0,0,0,No,Chosen
NJ,7033,70,9,9,15,268,283,1,1,0,0,0,0,0,0,No,Chosen
PA,15243,152,9,9,15,267,282,1,0,1,0,0,0,0,0,No,Chosen
PA,19444,194,9,9,15,267,282,1,0,0,0,1,0,0,0,No,Chosen
CT,6468,64,9,9,15,267,282,1,0,0,0,0,0,0,1,No,Chosen
NY,11706,117,9,9,15,267,282,1,0,0,1,0,0,0,0,No,Chosen
PA,19053,190,9,9,15,267,282,1,1,0,0,0,0,0,0,No,Chosen
MA,1960,19,9,9,15,266,281,1,0,0,0,0,1,0,0,No,Chosen
PA,19115,191,9,9,15,266,281,1,0,0,0,1,0,0,0,No,Chosen
NJ,7701,77,9,9,15,266,281,1,1,0,0,0,0,0,0,No,Chosen
MD,20705,207,9,9,15,265,280,1,1,0,0,0,0,0,0,Yes,Chosen
RI,2904,29,9,9,15,265,280,1,0,1,0,0,0,0,0,No,Chosen
PA,17325,173,9,9,15,265,280,1,0,0,1,0,0,0,0,No,Chosen
NY,11729,117,9,9,15,264,279,1,0,0,1,0,0,0,0,No,Chosen
PA,17512,175,9,9,15,264,279,1,0,0,0,0,0,0,1,No,Chosen
NY,10550,105,9,9,15,264,279,1,0,0,1,0,0,0,0,No,Chosen
NY,11691,116,9,9,15,264,279,1,0,0,1,0,0,0,0,No,Chosen
NJ,8873,88,9,9,15,264,279,1,0,0,1,0,0,0,0,No,Chosen
NY,11040,110,9,9,15,263,278,1,0,0,1,0,0,0,0,No,Chosen
NJ,7401,74,9,9,15,263,278,1,0,0,1,0,0,0,0,No,Chosen
PA,19401,194,9,9,15,263,278,1,0,0,0,1,0,0,0,No,Chosen
NJ,8332,83,9,9,15,263,278,1,0,0,0,0,0,0,1,No,Chosen
CT,6410,64,9,9,15,263,278,1,0,0,0,1,0,0,0,No,Chosen
CT,6447,64,9,9,15,263,278,1,0,0,0,1,0,0,0,No,Chosen
PA,15241,152,9,9,15,262,277,1,0,0,0,0,1,0,0,No,Chosen
NY,14209,142,9,9,15,261,276,1,0,0,0,0,0,1,0,Yes,Chosen
NJ,7921,79,9,9,15,261,276,1,0,0,0,0,0,1,0,No,Chosen
NY,11105,111,9,9,15,261,276,1,0,0,0,0,0,0,1,No,Chosen
NJ,7702,77,9,9,15,260,275,1,0,1,0,0,0,0,0,No,Chosen
PA,19087,190,9,9,15,260,275,1,0,0,0,1,0,0,0,No,Chosen
NY,13420,134,9,9,15,260,275,1,0,0,0,0,1,0,0,No,Chosen
MD,20877,208,9,9,15,259,274,1,0,0,0,0,0,0,1,No,Chosen
PA,17754,177,9,9,15,259,274,1,0,0,1,0,0,0,0,No,Chosen
NJ,7921,79,9,9,15,259,274,1,1,0,0,0,0,0,0,No,Chosen
NY,11235,112,9,9,15,259,274,1,0,0,0,0,0,1,0,No,Chosen
PA,19153,191,9,9,15,259,274,1,0,0,0,0,1,0,0,Yes,Chosen
PA,19050,190,9,9,15,258,273,1,0,0,1,0,0,0,0,No,Chosen
NY,11224,112,9,9,15,258,273,1,0,0,1,0,0,0,0,No,Chosen
NY,11769,117,9,9,15,258,273,1,0,0,1,0,0,0,0,No,Chosen
PA,19128,191,9,9,15,258,273,1,0,0,1,0,0,0,0,No,Chosen
MD,20817,208,9,9,15,257,272,1,0,1,0,0,0,0,0,No,Chosen
NJ,7731,77,9,9,15,256,271,1,0,0,1,0,0,0,0,No,Chosen
NJ,7029,70,9,9,15,256,271,1,0,0,0,0,0,1,0,Yes,Chosen
NJ,7936,79,9,9,15,256,271,1,1,0,0,0,0,0,0,No,Chosen
NY,11428,114,9,9,15,255,270,1,1,0,0,0,0,0,0,No,Chosen
NY,10583,105,9,9,15,254,269,1,1,0,0,0,0,0,0,No,Chosen
PA,15211,152,9,9,15,254,269,1,0,0,1,0,0,0,0,No,Chosen
NY,13045,130,9,9,15,254,269,1,0,0,1,0,0,0,0,No,Chosen
NY,11416,114,9,9,15,254,269,1,0,1,0,0,0,0,0,No,Chosen
PA,17113,171,9,9,15,254,269,1,0,1,0,0,0,0,0,No,Chosen
NY,11231,112,9,9,15,253,268,1,0,0,0,1,0,0,0,No,Chosen
NY,11746,117,9,9,15,253,268,1,0,0,0,1,0,0,0,No,Chosen
MA,2332,23,9,9,15,252,267,1,0,0,0,0,1,0,0,No,Chosen
PA,17976,179,9,9,15,252,267,1,1,0,0,0,0,0,0,No,Chosen
NY,10956,109,9,9,15,252,267,1,1,0,0,0,0,0,0,No,Chosen
NY,10977,109,9,9,15,250,265,1,0,0,0,0,0,0,1,No,Chosen
NY,11720,117,9,9,15,250,265,1,0,0,0,0,1,0,0,No,Chosen
NY,11746,117,9,9,15,250,265,1,0,0,0,0,0,0,1,No,Chosen
NY,14043,140,9,9,15,250,265,1,0,0,1,0,0,0,0,No,Chosen
NY,11510,115,9,9,15,249,264,1,0,0,1,0,0,0,0,No,Chosen
NY,11357,113,9,9,15,249,264,1,0,0,1,0,0,0,0,No,Chosen
MA,2173,21,9,9,15,249,264,1,0,0,0,1,0,0,0,No,Chosen
DC,20007,200,9,9,15,248,263,1,1,0,0,0,0,0,0,No,Chosen
NJ,7013,70,9,9,15,248,263,1,0,0,0,0,0,0,1,No,Chosen
NJ,7204,72,9,9,15,248,263,1,0,0,1,0,0,0,0,No,Chosen
NY,12901,129,9,9,15,248,263,1,1,0,0,0,0,0,0,No,Chosen
CT,6111,61,9,9,15,248,263,1,0,0,1,0,0,0,0,No,Chosen
NY,11740,117,9,9,15,248,263,1,0,0,0,0,0,0,1,Yes,Chosen
NJ,7940,79,9,9,15,248,263,1,0,0,1,0,0,0,0,No,Chosen
MD,20817,208,9,9,15,248,263,1,0,0,1,0,0,0,0,No,Chosen
DE,19901,199,9,9,15,247,262,1,0,0,0,0,0,0,1,No,Chosen
MD,21207,212,9,9,15,247,262,1,0,0,1,0,0,0,0,No,Chosen
NY,10704,107,9,9,15,247,262,1,0,0,0,0,0,0,1,No,Chosen
NY,12206,122,9,9,15,247,262,1,0,0,0,1,0,0,0,No,Chosen
PA,19406,194,9,9,15,247,262,1,0,0,1,0,0,0,0,No,Chosen
NY,11762,117,9,9,15,246,261,1,0,1,0,0,0,0,0,No,Chosen
NY,11710,117,9,9,15,246,261,1,0,0,0,0,0,0,1,No,Chosen
NY,13303,133,9,9,15,246,261,1,0,0,0,0,0,0,1,No,Chosen
NY,10306,103,9,9,15,246,261,1,0,0,0,0,0,0,1,No,Chosen
CT,6516,65,9,9,15,246,261,1,0,0,1,0,0,0,0,No,Chosen
NJ,7083,70,9,9,15,246,261,1,0,0,1,0,0,0,0,No,Chosen
NY,11758,117,9,9,15,246,261,1,0,0,1,0,0,0,0,No,Chosen
PA,19031,190,9,9,15,246,261,1,0,0,0,1,0,0,0,No,Chosen
NJ,7645,76,9,9,15,245,260,1,0,0,0,0,0,0,1,No,Chosen
NJ,8540,85,9,9,15,245,260,1,0,0,1,0,0,0,0,No,Chosen
NY,10462,104,9,9,15,245,260,1,0,0,1,0,0,0,0,No,Chosen
NY,11554,115,9,9,15,244,259,1,0,0,0,0,1,0,0,No,Chosen
NY,11530,115,9,9,15,244,259,1,0,0,1,0,0,0,0,No,Chosen
PA,17201,172,9,9,15,244,259,1,0,1,0,0,0,0,0,No,Chosen
NY,11374,113,9,9,15,243,258,1,0,1,0,0,0,0,0,No,Chosen
NJ,7726,77,9,9,15,243,258,1,0,0,0,0,1,0,0,No,Chosen
PA,19047,190,9,9,15,243,258,1,0,0,0,0,0,1,0,No,Chosen
PA,18471,184,9,9,15,243,258,1,0,0,1,0,0,0,0,No,Chosen
NY,10471,104,9,9,15,243,258,1,1,0,0,0,0,0,0,No,Chosen
NY,11530,115,9,9,15,242,257,1,0,0,1,0,0,0,0,No,Chosen
NY,12158,121,9,9,15,242,257,1,0,0,0,0,1,0,0,No,Chosen
NY,11753,117,9,9,15,242,257,1,0,0,0,0,0,0,1,No,Chosen
DE,19968,199,9,9,15,242,257,1,0,0,0,0,0,0,1,No,Chosen
MD,20814,208,9,9,15,242,257,1,0,0,0,0,0,0,1,No,Chosen
NY,14150,141,9,9,15,242,257,1,0,0,0,0,0,0,1,No,Chosen
MD,21224,212,9,9,15,242,257,1,0,0,0,0,0,1,0,No,Chosen
NY,11030,110,9,9,15,242,257,1,1,0,0,0,0,0,0,No,Chosen
NY,14304,143,9,9,15,241,256,1,0,1,0,0,0,0,0,No,Chosen
PA,19119,191,9,9,15,241,256,1,0,0,0,0,1,0,0,No,Chosen
CT,6111,61,9,9,15,241,256,1,0,0,0,1,0,0,0,No,Chosen
NY,10533,105,9,9,15,241,256,1,0,0,1,0,0,0,0,No,Chosen
MA,2093,20,9,9,15,240,255,1,0,0,0,0,0,0,1,Yes,Chosen
MD,21221,212,9,9,15,239,254,1,0,0,0,0,0,1,0,No,Chosen
NY,11236,112,9,9,15,239,254,1,1,0,0,0,0,0,0,No,Chosen
DC,20011,200,9,9,15,238,253,1,0,0,0,1,0,0,0,No,Chosen
NJ,7922,79,9,9,15,238,253,1,0,0,0,0,0,1,0,Yes,Chosen
NY,12047,120,9,9,15,238,253,1,0,0,0,0,1,0,0,No,Chosen
MD,20706,207,9,9,15,238,253,1,0,0,0,0,0,0,1,No,Chosen
NJ,7079,70,9,9,15,238,253,1,0,0,0,0,0,1,0,No,Chosen
NJ,7950,79,9,9,15,237,252,1,0,0,0,0,1,0,0,No,Chosen
NY,10468,104,9,9,15,236,251,1,1,0,0,0,0,0,0,No,Chosen
CT,6089,60,9,9,15,236,251,1,1,0,0,0,0,0,0,No,Chosen
MD,21234,212,9,9,15,235,250,1,1,0,0,0,0,0,0,Yes,Chosen
NY,11542,115,9,9,15,235,250,1,1,0,0,0,0,0,0,No,Chosen
ME,4256,42,9,9,15,235,250,1,0,0,1,0,0,0,0,No,Chosen
MA,1027,10,9,9,15,235,250,1,1,0,0,0,0,0,0,No,Chosen
NJ,8332,83,9,9,15,234,249,1,0,0,0,0,0,0,1,No,Chosen
PA,18510,185,9,9,15,234,249,1,0,0,0,1,0,0,0,No,Chosen
NY,10703,107,9,9,15,234,249,1,1,0,0,0,0,0,0,No,Chosen
ME,4221,42,9,9,15,234,249,1,0,1,0,0,0,0,0,No,Chosen
DE,19810,198,9,9,15,233,248,1,0,0,1,0,0,0,0,No,Chosen
NJ,8755,87,9,9,15,233,248,1,0,0,0,1,0,0,0,No,Chosen
PA,16242,162,9,9,15,233,248,1,0,0,0,1,0,0,0,No,Chosen
PA,19144,191,9,9,15,233,248,1,0,0,1,0,0,0,0,No,Chosen
RI,2879,28,9,9,15,233,248,1,0,0,1,0,0,0,0,No,Chosen
NY,10583,105,9,9,15,232,247,1,1,0,0,0,0,0,0,No,Chosen
NY,11961,119,9,9,15,232,247,1,0,0,1,0,0,0,0,No,Chosen
CT,6111,61,9,9,15,232,247,1,0,0,0,0,1,0,0,No,Chosen
NY,10952,109,9,9,15,232,247,1,0,0,1,0,0,0,0,No,Chosen
MA,2184,21,9,9,15,232,247,1,0,0,0,0,0,1,0,No,Chosen
NJ,7721,77,9,9,15,232,247,1,0,0,1,0,0,0,0,No,Chosen
NJ,7656,76,9,9,15,232,247,1,0,0,0,0,0,1,0,No,Chosen
NJ,8757,87,9,9,15,231,246,1,1,0,0,0,0,0,0,No,Chosen
NY,11020,110,9,9,15,231,246,1,0,0,0,0,1,0,0,No,Chosen
PA,17011,170,9,9,15,231,246,1,0,1,0,0,0,0,0,No,Chosen
NY,11702,117,9,9,15,231,246,1,1,0,0,0,0,0,0,No,Chosen
MA,1945,19,9,9,15,231,246,1,0,0,0,0,0,0,1,No,Chosen
NJ,7601,76,9,9,15,230,245,1,0,0,0,0,0,0,1,No,Chosen
NY,11967,119,9,9,15,230,245,1,1,0,0,0,0,0,0,Yes,Chosen
NY,11566,115,9,9,15,230,245,1,1,0,0,0,0,0,0,No,Chosen
NJ,8012,80,9,9,15,230,245,1,0,0,0,0,0,0,1,Yes,Chosen
NY,12149,121,9,9,15,229,244,1,0,0,0,0,1,0,0,No,Chosen
NH,3784,37,9,9,15,229,244,1,0,0,0,0,0,0,1,No,Chosen
NJ,8550,85,9,9,15,229,244,1,0,0,0,0,0,0,1,No,Chosen
PA,15090,150,9,9,15,228,243,1,0,0,0,0,0,0,1,No,Chosen
NY,11754,117,9,9,15,228,243,1,0,0,1,0,0,0,0,Yes,Chosen
NJ,7840,78,9,9,15,228,243,1,0,0,1,0,0,0,0,No,Chosen
NH,3431,34,9,9,15,228,243,1,0,0,0,1,0,0,0,No,Chosen
PA,17055,170,9,9,15,228,243,1,1,0,0,0,0,0,0,No,Chosen
PA,19038,190,9,9,15,228,243,1,1,0,0,0,0,0,0,No,Chosen
NY,12477,124,9,9,15,227,242,1,1,0,0,0,0,0,0,No,Chosen
NY,10024,100,9,9,15,227,242,1,1,0,0,0,0,0,0,No,Chosen
NY,11378,113,9,9,15,227,242,1,0,0,0,1,0,0,0,No,Chosen
NY,11374,113,9,9,15,227,242,1,0,0,1,0,0,0,0,No,Chosen
NY,11758,117,9,9,15,227,242,1,0,0,0,0,0,0,1,No,Chosen
NY,11229,112,9,9,15,226,241,1,0,0,0,0,0,0,1,Yes,Chosen
NY,14150,141,9,9,15,226,241,1,1,0,0,0,0,0,0,No,Chosen
NY,11719,117,9,9,15,226,241,1,1,0,0,0,0,0,0,No,Chosen
NY,14534,145,9,9,15,226,241,1,0,0,1,0,0,0,0,No,Chosen
MA,1880,18,9,9,15,225,240,1,0,0,1,0,0,0,0,No,Chosen
NJ,7052,70,9,9,15,224,239,1,1,0,0,0,0,0,0,No,Chosen
NY,11209,112,9,9,15,224,239,1,0,0,1,0,0,0,0,No,Chosen
PA,19540,195,9,9,15,224,239,1,0,0,0,0,0,0,1,No,Chosen
NY,10022,100,9,9,15,224,239,1,0,0,0,1,0,0,0,No,Chosen
NJ,8033,80,9,9,15,223,238,1,0,0,1,0,0,0,0,No,Chosen
MD,20745,207,9,9,15,223,238,1,0,0,1,0,0,0,0,No,Chosen
MD,20912,209,9,9,15,222,237,1,1,0,0,0,0,0,0,No,Chosen
NJ,7039,70,9,9,15,222,237,1,0,0,0,0,0,0,1,No,Chosen
NY,10306,103,9,9,15,221,236,1,0,0,0,1,0,0,0,No,Chosen
MD,21218,212,9,9,15,221,236,1,0,0,0,1,0,0,0,No,Chosen
NY,10003,100,9,9,15,221,236,1,0,0,0,0,0,0,1,No,Chosen
NY,10970,109,9,9,15,220,235,1,0,1,0,0,0,0,0,No,Chosen
NJ,7013,70,9,9,15,220,235,1,0,1,0,0,0,0,0,No,Chosen
NJ,7418,74,9,9,15,220,235,1,1,0,0,0,0,0,0,No,Chosen
NY,11747,117,9,9,15,220,235,1,0,1,0,0,0,0,0,No,Chosen
NJ,8901,89,9,9,15,220,235,1,0,0,1,0,0,0,0,No,Chosen
NY,11040,110,9,9,15,220,235,1,0,1,0,0,0,0,0,No,Chosen
MA,2738,27,9,9,15,220,235,1,1,0,0,0,0,0,0,No,Chosen
CT,6850,68,9,9,15,219,234,1,0,0,0,0,1,0,0,No,Chosen
NY,10128,101,9,9,15,219,234,1,1,0,0,0,0,0,0,No,Chosen
NY,10002,100,9,9,15,219,234,1,0,0,0,0,0,0,1,Yes,Chosen
MA,1701,17,9,9,15,218,233,1,1,0,0,0,0,0,0,No,Chosen
NJ,7874,78,9,9,15,218,233,1,0,0,0,0,1,0,0,No,Chosen
PA,19047,190,9,9,15,217,232,1,0,0,1,0,0,0,0,No,Chosen
NJ,7860,78,9,9,15,217,232,1,0,0,0,1,0,0,0,No,Chosen
MD,20854,208,9,9,15,217,232,1,0,0,0,0,1,0,0,No,Chosen
PA,19020,190,9,9,15,217,232,1,0,0,1,0,0,0,0,No,Chosen
MA,2324,23,9,9,15,217,232,1,1,0,0,0,0,0,0,No,Chosen
NY,10022,100,9,9,15,217,232,1,0,0,1,0,0,0,0,No,Chosen
NJ,7407,74,9,9,15,217,232,1,0,0,1,0,0,0,0,No,Chosen
MA,2324,23,9,9,15,217,232,1,1,0,0,0,0,0,0,No,Chosen
NH,3887,38,9,9,15,216,231,1,0,0,0,0,0,1,0,Yes,Chosen
NY,11432,114,9,9,15,216,231,1,0,0,0,0,0,0,1,No,Chosen
NJ,8512,85,9,9,15,216,231,1,0,0,0,0,0,1,0,No,Chosen
NJ,7075,70,9,9,15,216,231,1,0,0,1,0,0,0,0,No,Chosen
PA,15767,157,9,9,15,215,230,1,1,0,0,0,0,0,0,No,Chosen
NY,14625,146,9,9,15,215,230,1,0,0,0,0,0,1,0,No,Chosen
MD,20777,207,9,9,15,215,230,1,1,0,0,0,0,0,0,No,Chosen
VT,5826,58,9,9,15,215,230,1,0,0,0,0,0,1,0,Yes,Chosen
NY,11209,112,9,9,15,215,230,1,0,0,0,0,0,0,1,No,Chosen
PA,19116,191,9,9,15,215,230,1,0,0,1,0,0,0,0,No,Chosen
NY,10023,100,9,9,15,214,229,1,1,0,0,0,0,0,0,No,Chosen
NJ,8002,80,9,9,15,214,229,1,0,0,1,0,0,0,0,No,Chosen
MD,21217,212,9,9,15,214,229,1,1,0,0,0,0,0,0,No,Chosen
NY,10604,106,9,9,15,213,228,1,0,0,0,1,0,0,0,No,Chosen
NY,11355,113,9,9,15,213,228,1,0,0,0,0,1,0,0,Yes,Chosen
NY,11354,113,9,9,15,213,228,1,0,0,0,0,1,0,0,No,Chosen
PA,17545,175,9,9,15,213,228,1,1,0,0,0,0,0,0,No,Chosen
NY,11965,119,9,9,15,213,228,1,0,0,1,0,0,0,0,No,Chosen
MD,20715,207,9,9,15,212,227,1,0,0,0,0,1,0,0,No,Chosen
MA,1119,11,9,9,15,212,227,1,0,0,1,0,0,0,0,No,Chosen
NJ,8724,87,9,9,15,212,227,1,0,0,0,0,0,1,0,No,Chosen
MA,1844,18,9,9,15,212,227,1,0,0,0,0,0,1,0,No,Chosen
PA,19148,191,9,9,15,212,227,1,0,1,0,0,0,0,0,No,Chosen
NJ,8055,80,9,9,15,211,226,1,0,0,1,0,0,0,0,No,Chosen
DC,20015,200,9,9,15,211,226,1,1,0,0,0,0,0,0,No,Chosen
MD,20814,208,9,9,15,211,226,1,0,0,1,0,0,0,0,No,Chosen
CT,6237,62,9,9,15,211,226,1,1,0,0,0,0,0,0,No,Chosen
VT,5701,57,9,9,15,211,226,1,0,0,0,0,1,0,0,No,Chosen
NJ,8204,82,9,9,15,211,226,1,0,0,1,0,0,0,0,No,Chosen
NY,14228,142,9,9,15,210,225,1,0,0,1,0,0,0,0,No,Chosen
ME,3910,39,9,9,15,210,225,1,0,0,1,0,0,0,0,No,Chosen
CT,6416,64,9,9,15,210,225,1,1,0,0,0,0,0,0,Yes,Chosen
PA,17551,175,9,9,15,210,225,1,0,0,0,0,0,1,0,Yes,Chosen
NY,12189,121,9,9,15,209,224,1,0,0,0,1,0,0,0,No,Chosen
NY,10965,109,9,9,15,209,224,1,0,0,0,0,0,0,1,No,Chosen
NY,10533,105,9,9,15,209,224,1,1,0,0,0,0,0,0,No,Chosen
PA,19380,193,9,9,15,209,224,1,0,0,1,0,0,0,0,No,Chosen
NY,11727,117,9,9,15,209,224,1,0,0,1,0,0,0,0,No,Chosen
MA,1867,18,9,9,15,209,224,1,1,0,0,0,0,0,0,No,Chosen
NY,10040,100,9,9,15,208,223,1,0,0,0,0,1,0,0,No,Chosen
MD,21060,210,9,9,15,208,223,1,0,0,1,0,0,0,0,No,Chosen
NJ,8069,80,9,9,15,208,223,1,0,0,0,0,0,1,0,No,Chosen
MA,2180,21,9,9,15,207,222,1,0,1,0,0,0,0,0,No,Chosen
NY,11743,117,9,9,15,207,222,1,1,0,0,0,0,0,0,No,Chosen
NJ,8247,82,9,9,15,207,222,1,0,0,0,0,0,1,0,No,Chosen
PA,18901,189,9,9,15,207,222,1,0,0,1,0,0,0,0,No,Chosen
PA,16232,162,9,9,15,207,222,1,0,0,1,0,0,0,0,No,Chosen
MA,1001,10,9,9,15,207,222,1,0,0,1,0,0,0,0,No,Chosen
VT,5083,50,9,9,15,206,221,1,0,0,0,1,0,0,0,No,Chosen
MD,20715,207,9,9,15,206,221,1,0,0,1,0,0,0,0,No,Chosen
NY,13690,136,9,9,15,206,221,1,0,0,0,0,0,1,0,Yes,Chosen
NY,11572,115,9,9,15,206,221,1,0,0,0,1,0,0,0,No,Chosen
NJ,8618,86,9,9,15,206,221,1,0,0,0,1,0,0,0,Yes,Chosen
PA,17603,176,9,9,15,206,221,1,0,0,1,0,0,0,0,No,Chosen
MD,20854,208,9,9,15,206,221,1,0,0,0,0,0,1,0,No,Chosen
MA,1106,11,9,9,15,206,221,1,0,0,0,0,0,0,1,No,Chosen
CT,6460,64,9,9,15,205,220,1,1,0,0,0,0,0,0,No,Chosen
VT,5091,50,9,9,15,204,219,1,0,0,0,0,0,1,0,No,Chosen
PA,19074,190,9,9,15,203,218,1,0,0,1,0,0,0,0,No,Chosen
CT,6483,64,9,9,15,202,217,1,1,0,0,0,0,0,0,No,Chosen
PA,17603,176,9,9,15,202,217,1,0,0,1,0,0,0,0,No,Chosen
NY,10016,100,9,9,15,201,216,1,0,1,0,0,0,0,0,Yes,Chosen
NY,10023,100,9,9,15,201,216,1,1,0,0,0,0,0,0,No,Chosen
NY,11727,117,9,9,15,201,216,1,0,0,0,0,0,0,1,Yes,Chosen
NJ,8016,80,9,9,15,201,216,1,0,0,1,0,0,0,0,No,Chosen
MA,1940,19,9,9,15,201,216,1,1,0,0,0,0,0,0,No,Chosen
MA,2356,23,9,9,15,201,216,1,0,0,0,1,0,0,0,No,Chosen
MD,21117,211,9,9,15,201,216,1,0,0,0,0,1,0,0,Yes,Chosen
PA,19063,190,9,9,15,201,216,1,1,0,0,0,0,0,0,No,Chosen
NJ,8080,80,9,9,15,200,215,1,1,0,0,0,0,0,0,No,Chosen
NJ,8722,87,9,9,15,200,215,1,0,1,0,0,0,0,0,No,Chosen
PA,16602,166,9,9,15,200,215,1,1,0,0,0,0,0,0,No,Chosen
PA,18444,184,9,9,15,200,215,1,1,0,0,0,0,0,0,No,Chosen
NY,12144,121,9,9,15,200,215,1,0,0,1,0,0,0,0,No,Chosen
CT,6079,60,9,9,15,200,215,1,0,0,1,0,0,0,0,No,Chosen
NY,11235,112,9,9,15,200,215,1,0,0,1,0,0,0,0,No,Chosen
NJ,7726,77,9,9,15,199,214,1,1,0,0,0,0,0,0,No,Chosen
NJ,8002,80,9,9,15,199,214,1,0,0,0,0,0,0,1,No,Chosen
NJ,7737,77,9,9,15,199,214,1,1,0,0,0,0,0,0,No,Chosen
NJ,7110,71,9,9,15,199,214,1,0,0,0,1,0,0,0,No,Chosen
PA,18436,184,9,9,15,199,214,1,0,0,0,0,0,1,0,No,Chosen
NY,12309,123,9,9,15,198,213,1,0,0,1,0,0,0,0,No,Chosen
NJ,7002,70,9,9,15,198,213,1,0,0,0,0,1,0,0,Yes,Chosen
NJ,8086,80,9,9,15,197,212,1,0,0,0,1,0,0,0,No,Chosen
NY,11501,115,9,9,15,197,212,1,0,0,0,0,0,1,0,No,Chosen
NY,11365,113,9,9,15,196,211,1,0,0,0,0,0,1,0,No,Chosen
PA,19008,190,9,9,15,196,211,1,0,0,0,1,0,0,0,No,Chosen
CT,6903,69,9,9,15,196,211,1,0,0,1,0,0,0,0,No,Chosen
PA,16505,165,9,9,15,196,211,1,0,0,1,0,0,0,0,No,Chosen
DC,20024,200,9,9,15,196,211,1,0,0,0,0,0,1,0,No,Chosen
PA,16063,160,9,9,15,195,210,1,0,1,0,0,0,0,0,No,Chosen
NY,11746,117,9,9,15,194,209,1,0,0,0,1,0,0,0,No,Chosen
PA,18947,189,9,9,15,194,209,1,0,0,0,0,0,0,1,No,Chosen
RI,2879,28,9,9,15,194,209,1,0,0,0,0,0,1,0,No,Chosen
CT,6784,67,9,9,15,194,209,1,0,0,1,0,0,0,0,No,Chosen
NY,10703,107,9,9,15,194,209,1,1,0,0,0,0,0,0,No,Chosen
DC,20019,200,9,9,15,194,209,1,1,0,0,0,0,0,0,No,Chosen
NY,13501,135,9,9,15,193,208,1,1,0,0,0,0,0,0,No,Chosen
NJ,7836,78,9,9,15,193,208,1,0,1,0,0,0,0,0,No,Chosen
NJ,8060,80,9,9,15,193,208,1,0,0,1,0,0,0,0,No,Chosen
NY,11238,112,9,9,15,193,208,1,0,0,1,0,0,0,0,No,Chosen
DE,19720,197,9,9,15,193,208,1,0,0,0,0,0,1,0,No,Chosen
NY,10977,109,9,9,15,192,207,1,0,0,0,0,0,0,1,No,Chosen
NJ,7307,73,9,9,15,192,207,1,0,0,0,0,0,0,1,No,Chosen
PA,19103,191,9,9,15,192,207,1,1,0,0,0,0,0,0,No,Chosen
CT,6430,64,9,9,15,192,207,1,0,0,0,0,0,1,0,No,Chosen
NJ,7405,74,9,9,15,191,206,1,0,0,0,0,0,1,0,No,Chosen
PA,18938,189,9,9,15,189,204,1,0,0,1,0,0,0,0,No,Chosen
NY,10562,105,9,9,15,189,204,1,0,0,0,1,0,0,0,No,Chosen
DC,20024,200,9,9,15,189,204,1,1,0,0,0,0,0,0,No,Chosen
MA,1913,19,9,9,15,189,204,1,0,0,0,0,1,0,0,No,Chosen
NJ,7066,70,9,9,15,189,204,1,0,0,1,0,0,0,0,No,Chosen
DE,19971,199,9,9,15,189,204,1,0,0,0,0,0,1,0,No,Chosen
PA,17212,172,9,9,15,188,203,1,0,0,0,1,0,0,0,No,Chosen
NY,10553,105,9,9,15,187,202,1,0,1,0,0,0,0,0,No,Chosen
MD,21226,212,9,9,15,187,202,1,0,0,0,0,0,1,0,No,Chosen
NY,11743,117,9,9,15,187,202,1,0,0,0,0,0,0,1,No,Chosen
PA,17602,176,9,9,15,186,201,1,0,0,0,0,0,1,0,No,Chosen
MA,1876,18,9,9,15,186,201,1,1,0,0,0,0,0,0,No,Chosen
PA,19512,195,9,9,15,186,201,1,0,1,0,0,0,0,0,No,Chosen
NY,11559,115,9,9,15,186,201,1,0,1,0,0,0,0,0,No,Chosen
NY,14226,142,9,9,15,186,201,1,0,0,1,0,0,0,0,No,Chosen
PA,17754,177,9,9,15,186,201,1,0,0,1,0,0,0,0,No,Chosen
NY,13057,130,9,9,15,186,201,1,0,0,1,0,0,0,0,No,Chosen
NJ,8723,87,9,9,15,185,200,1,0,0,0,0,0,0,1,No,Chosen
MA,2745,27,9,9,15,185,200,1,0,0,1,0,0,0,0,No,Chosen
PA,19154,191,9,9,15,184,199,1,1,0,0,0,0,0,0,No,Chosen
PA,19072,190,9,9,15,184,199,1,0,0,1,0,0,0,0,No,Chosen
MD,21047,210,9,9,15,184,199,1,0,0,1,0,0,0,0,No,Chosen
NJ,7009,70,9,9,15,184,199,1,0,0,1,0,0,0,0,No,Chosen
NY,11801,118,9,9,15,184,199,1,0,0,0,0,0,0,1,No,Chosen
NJ,8850,88,9,9,15,183,198,1,0,0,1,0,0,0,0,No,Chosen
NY,11791,117,9,9,15,183,198,1,1,0,0,0,0,0,0,No,Chosen
NY,10530,105,9,9,15,183,198,1,0,0,1,0,0,0,0,No,Chosen
NJ,7410,74,9,9,15,183,198,1,1,0,0,0,0,0,0,No,Chosen
CT,6443,64,9,9,15,183,198,1,0,0,1,0,0,0,0,No,Chosen
